sst,u10,hsig,time,latitude,longitude
273.09818,20.639267,5.720973,2006-04-21 12:00:00,-65.1,-170.1
273.0098,11.427363,3.8676581,2006-04-22 12:00:00,-65.1,-170.1
272.95047,-0.10155165,3.1799674,2006-04-23 12:00:00,-65.1,-170.1
272.93655,9.029171,3.9357224,2006-04-24 12:00:00,-65.1,-170.1
272.93896,18.74439,7.5729904,2006-04-25 12:00:00,-65.1,-170.1
272.9307,9.482426,6.764193,2006-04-26 12:00:00,-65.1,-170.1
272.88504,4.4912076,2.234671,2006-04-27 12:00:00,-65.1,-170.1
272.77563,13.153115,5.3476396,2006-04-28 12:00:00,-65.1,-170.1
272.62378,4.1759586,3.047548,2006-04-29 12:00:00,-65.1,-170.1
272.4753,8.939873,3.2357914,2006-04-30 12:00:00,-65.1,-170.1
272.37527,8.587416,3.2053757,2006-05-01 12:00:00,-65.1,-170.1
272.26273,6.5328856,3.6623523,2006-05-02 12:00:00,-65.1,-170.1
272.18604,0.91725755,2.1536245,2006-05-03 12:00:00,-65.1,-170.1
272.16312,6.3191113,1.7465367,2006-05-04 12:00:00,-65.1,-170.1
272.19604,9.184766,4.065916,2006-05-05 12:00:00,-65.1,-170.1
272.26343,8.180163,4.062578,2006-05-06 12:00:00,-65.1,-170.1
272.345,8.466323,4.440548,2006-05-07 12:00:00,-65.1,-170.1
272.42184,10.445086,3.5677671,2006-05-08 12:00:00,-65.1,-170.1
272.45535,8.502853,7.0963545,2006-05-09 12:00:00,-65.1,-170.1
272.4368,6.120897,4.0961466,2006-05-10 12:00:00,-65.1,-170.1
272.39258,6.2223716,4.251563,2006-05-11 12:00:00,-65.1,-170.1
272.35156,4.1313095,2.8672798,2006-05-12 12:00:00,-65.1,-170.1
272.33984,-6.3557954,2.1332235,2006-05-13 12:00:00,-65.1,-170.1
272.3411,1.6282592,3.0566356,2006-05-14 12:00:00,-65.1,-170.1
272.3282,10.452527,5.43017,2006-05-15 12:00:00,-65.1,-170.1
272.3154,3.0746164,3.5631306,2006-05-16 12:00:00,-65.1,-170.1
272.3198,11.416539,3.163647,2006-05-17 12:00:00,-65.1,-170.1
272.41284,-0.25647032,3.5811203,2006-05-18 12:00:00,-65.1,-170.1
272.37186,5.232652,4.2263403,2006-05-19 12:00:00,-65.1,-170.1
272.32785,11.674286,4.8600616,2006-05-20 12:00:00,-65.1,-170.1
272.28293,10.455909,4.5156603,2006-05-21 12:00:00,-65.1,-170.1
272.2381,19.219969,7.019388,2006-05-22 12:00:00,-65.1,-170.1
272.1963,14.401258,5.7612185,2006-05-23 12:00:00,-65.1,-170.1
272.15793,15.06964,6.5182714,2006-05-24 12:00:00,-65.1,-170.1
272.12085,16.275164,5.692598,2006-05-25 12:00:00,-65.1,-170.1
272.08328,14.486497,5.1221185,2006-05-26 12:00:00,-65.1,-170.1
272.04443,12.670771,5.765484,2006-05-27 12:00:00,-65.1,-170.1
272.00195,2.0720434,2.8198016,2006-05-28 12:00:00,-65.1,-170.1
271.9561,8.929725,3.083713,2006-05-29 12:00:00,-65.1,-170.1
271.90842,8.964903,6.2078094,2006-05-30 12:00:00,-65.1,-170.1
271.86014,-2.2007318,2.8563375,2006-05-31 12:00:00,-65.1,-170.1
271.79782,12.329815,8.46339,2006-06-01 12:00:00,-65.1,-170.1
271.71188,9.65561,4.736359,2006-06-02 12:00:00,-65.1,-170.1
271.68503,3.869504,2.5117502,2006-06-03 12:00:00,-65.1,-170.1
271.6338,7.9109163,3.5225146,2006-06-04 12:00:00,-65.1,-170.1
271.58838,2.6159494,2.3227654,2006-06-05 12:00:00,-65.1,-170.1
271.61523,-7.5849957,4.5392137,2006-06-06 12:00:00,-65.1,-170.1
271.5901,-10.111725,4.0369844,2006-06-07 12:00:00,-65.1,-170.1
271.553,0.04118991,3.2367187,2006-06-08 12:00:00,-65.1,-170.1
271.51294,1.1120896,2.4286637,2006-06-09 12:00:00,-65.1,-170.1
271.48828,6.1188674,2.4609337,2006-06-10 12:00:00,-65.1,-170.1
271.47144,3.3499522,,2006-06-11 12:00:00,-65.1,-170.1
271.48068,-10.907289,4.5010085,2006-06-12 12:00:00,-65.1,-170.1
271.4785,-17.19671,4.886583,2006-06-13 12:00:00,-65.1,-170.1
271.47684,14.167189,3.741359,2006-06-14 12:00:00,-65.1,-170.1
271.47684,-3.0179439,2.8598611,2006-06-15 12:00:00,-65.1,-170.1
271.47827,-7.542377,2.9781857,2006-06-16 12:00:00,-65.1,-170.1
271.6279,-1.8509811,2.9049282,2006-06-17 12:00:00,-65.1,-170.1
271.60303,-0.9769429,2.8340821,2006-06-18 12:00:00,-65.1,-170.1
271.5376,-1.3889314,2.0562572,2006-06-19 12:00:00,-65.1,-170.1
271.58273,-12.620864,3.0612721,2006-06-20 12:00:00,-65.1,-170.1
271.59323,11.212913,3.3975136,2006-06-21 12:00:00,-65.1,-170.1
271.5681,-1.6209711,3.2242928,2006-06-22 12:00:00,-65.1,-170.1
271.4846,0.85028404,,2006-06-23 12:00:00,-65.1,-170.1
271.46072,7.2824473,,2006-06-24 12:00:00,-65.1,-170.1
271.46143,5.603374,,2006-06-25 12:00:00,-65.1,-170.1
271.51315,14.728007,,2006-06-26 12:00:00,-65.1,-170.1
271.50854,14.262575,,2006-06-27 12:00:00,-65.1,-170.1
271.56152,14.000093,5.491001,2006-06-28 12:00:00,-65.1,-170.1
271.54446,5.244829,4.720224,2006-06-29 12:00:00,-65.1,-170.1
271.56857,14.7631855,6.043305,2006-06-30 12:00:00,-65.1,-170.1
271.60773,13.943268,5.6247187,2006-07-01 12:00:00,-65.1,-170.1
271.60303,2.0639253,5.834661,2006-07-02 12:00:00,-65.1,-170.1
271.59793,5.468074,4.6488214,2006-07-03 12:00:00,-65.1,-170.1
271.59518,12.484734,5.966524,2006-07-04 12:00:00,-65.1,-170.1
